Date,"US Dollar",Euro,"Pound Sterling","Japanese Yen"
28/02/2014,1326.5,960.43199,791.53866,135389.2055
31/03/2014,1291.75,937.23983,774.82551,133030.8548
30/04/2014,1288.5,929.28493,763.08075,131620.2671
30/05/2014,1250.5,916.41955,745.52161,127232.1164
30/06/2014,1315,960.45048,769.0736,133216.0654
31/07/2014,1285.25,960.57599,761.2691,132168.6728
29/08/2014,1285.75,976.12382,774.19867,133570.1317
30/09/2014,1216.5,962.99277,750.39367,133443.9578
31/10/2014,1164.25,929.24475,727.72461,130518.2413
28/11/2014,1182.75,948.74286,755.24429,140374.6809
31/12/2014,1206,996.65333,773.44883,144593.3568
30/01/2015,1260.25,1116.79796,839.10396,148035.2616
27/02/2015,1214,1082.33432,785.55731,145127.6278
31/03/2015,1187,1105.21479,799.59586,142350.9605
30/04/2015,1180.25,1053.27813,768.017,141240.5153
29/05/2015,1191.4,1086.69696,780.75973,147846.7542
30/06/2015,1171,1050.97862,744.5796,143289.4036
31/07/2015,1098.4,994.1622,703.87726,136086.2438
31/08/2015,1135,1012.941,737.9718,137544.9722
30/09/2015,1114,997.98514,735.43512,133418.2093
30/10/2015,1142.35,1034.12877,739.67262,137853.0546
30/11/2015,1061.9,1005.44473,705.44091,130911.0187
31/12/2015,1060,975.7895,719.18048,127512.6981
29/01/2016,1111.8,1027.4945,783.78558,134600.0291
29/02/2016,1234.9,1136.53322,886.12251,139389.3265
31/03/2016,1237,1085.5169,860.64164,139032.6014
29/04/2016,1285.65,1122.4957,877.63719,137558.105
31/05/2016,1212.1,1088.79418,832.77234,134427.9328
30/06/2016,1320.75,1188.84792,987.994,135495.7377
29/07/2016,1342,1200.08955,1010.77076,137534.8503
31/08/2016,1309.25,1175.53365,999.65713,135422.2706
30/09/2016,1322.5,1176.81152,1018.09101,133922.9617
31/10/2016,1272,1160.3722,1041.85473,133668.1091
30/11/2016,1178.1,1110.57721,942.93311,134238.5785
30/12/2016,1145.9,1086.41899,927.36675,133652.0288
31/01/2017,1212.8,1122.23547,963.99351,136530.9343
28/02/2017,1255.6,1181.63073,1009.00096,140482.7827
31/03/2017,1244.85,1163.90108,995.52215,138713.6101
28/04/2017,1266.45,1163.00187,978.89866,141171.1583
31/05/2017,1266.2,1126.01221,980.82817,140022.7108
30/06/2017,1242.25,1089.16785,956.34992,139579.1918
