Date,"Open Price","Close Price","High Price","Low Price",Volume
21/05/2009,4439.37,4345.47,4439.37,4325.77,1294968832
22/05/2009,4347.3,4365.29,4393.07,4335.01,1048707712
26/05/2009,4353.49,4411.72,4423.64,4294.98,1025528512
27/05/2009,4426.78,4416.23,4439.79,4390.23,958715712
28/05/2009,4384.99,4387.54,4408.64,4341.08,940861312
29/05/2009,4415.18,4417.94,4469.43,4415.18,1163603072
01/06/2009,4459.82,4506.19,4517.6,4459.82,986724544
02/06/2009,4494.9,4477.02,4494.9,4435.92,1425877504
03/06/2009,4477.18,4383.42,4477.18,4359.33,1247347584
04/06/2009,4389.38,4386.94,4436.25,4359.66,1049177152
05/06/2009,4399.35,4438.56,4495.94,4399.35,1296664960
08/06/2009,4436.61,4405.22,4436.61,4370.55,1450885760
09/06/2009,4419.75,4404.79,4445.54,4387.34,1079972608
10/06/2009,4432.2,4436.75,4505.89,4422.84,1272923904
11/06/2009,4431.79,4461.87,4478.42,4409.15,1110329088
12/06/2009,4461.17,4441.95,4471.95,4427.24,1045648896
15/06/2009,4427.19,4326.01,4427.19,4319.79,1029623936
16/06/2009,4329.72,4328.57,4372.85,4321.56,1248385408
17/06/2009,4317.15,4278.46,4328.69,4254.62,1202888960
18/06/2009,4284.09,4280.86,4305.43,4239.74,1271931776
19/06/2009,4291.57,4345.93,4370.26,4279.85,2021807360
22/06/2009,4343.85,4234.05,4343.85,4234.05,1198138368
23/06/2009,4224.33,4230.02,4264,4214.88,1118121600
24/06/2009,4238.26,4279.98,4293,4218.39,1174006272
25/06/2009,4276.91,4252.57,4290.36,4213.4,1132103552
26/06/2009,4264.6,4241.01,4307.16,4216.46,943518336
29/06/2009,4238.93,4294.03,4303.55,4235.19,1161686528
30/06/2009,4301.77,4249.21,4311.23,4230.63,1343042432
01/07/2009,4255.23,4340.71,4353.03,4255.23,1245463296
02/07/2009,4332.55,4234.27,4332.55,4230.76,1315372928
03/07/2009,4238.22,4236.28,4264.81,4221.19,935495168
06/07/2009,4221.42,4194.91,4221.42,4172.33,901008576
07/07/2009,4202.44,4187,4242.07,4184.36,873974400
08/07/2009,4184.34,4140.23,4197.55,4130.56,1098707072
09/07/2009,4157.02,4158.66,4186.41,4140.89,945504640
10/07/2009,4146.46,4127.17,4160.48,4123.49,836830016
13/07/2009,4120.02,4202.13,4209.25,4096.08,858981952
14/07/2009,4216.7,4237.68,4256.37,4198.74,909857536
15/07/2009,4251.91,4346.46,4346.46,4251.91,962454016
16/07/2009,4346.41,4361.84,4385.15,4329.43,986995904
17/07/2009,4381.9,4388.75,4411.91,4369.52,1108134144
20/07/2009,4410.9,4443.62,4464.81,4396.75,1011473600
21/07/2009,4444.88,4481.17,4502.12,4437.81,1129193856
22/07/2009,4491.01,4493.73,4497.98,4449.19,963469440
23/07/2009,4501.96,4559.8,4566.77,4472.07,1143705600
24/07/2009,4556.14,4576.61,4603.21,4536.45,1170253952
27/07/2009,4599.89,4586.13,4615.12,4553.09,932936704
28/07/2009,4588.48,4528.84,4616.44,4520.26,1046310208
29/07/2009,4527.55,4547.53,4581.78,4512.1,935211968
30/07/2009,4567.95,4631.61,4646.86,4563.54,1195161984
31/07/2009,4628.93,4608.36,4645.5,4599.72,1174625024
03/08/2009,4607.5,4682.46,4710.23,4595.58,1244298496
04/08/2009,4680.55,4671.37,4680.55,4627.71,1004237248
05/08/2009,4666.75,4647.13,4696.64,4630.63,1560956800
06/08/2009,4666.6,4690.53,4729.58,4666.6,1429700480
07/08/2009,4684.55,4731.56,4743.62,4632.16,1648389504
10/08/2009,4728.2,4722.2,4728.2,4688.77,943750528
11/08/2009,4724.79,4671.34,4744.11,4657.78,1119822592
12/08/2009,4664.13,4716.76,4722.55,4631.7,1076369536
13/08/2009,4727.1,4755.46,4789.98,4720.31,1053365056
14/08/2009,4758.95,4713.97,4790.18,4699.5,925000000
17/08/2009,4704.11,4645.01,4704.11,4610.34,837775936
18/08/2009,4671.3,4685.78,4688.22,4648.26,763801600
19/08/2009,4664.87,4689.67,4698.5,4625.44,807057088
20/08/2009,4717.84,4756.58,4766.85,4717.84,985558848
21/08/2009,4750.52,4850.89,4858.53,4735.78,1376143488
24/08/2009,4873.8,4896.23,4911.41,4868.85,975369728
25/08/2009,4875.89,4916.8,4923.28,4858.94,1103882240
26/08/2009,4911.17,4890.58,4927.05,4872.35,972670720
27/08/2009,4882.91,4869.35,4906.2,4855.32,967227840
28/08/2009,4893.68,4908.9,4944.16,4891.3,1145421440
01/09/2009,4908.08,4819.7,4921.16,4819.7,1216483584
02/09/2009,4814.49,4817.55,4821.91,4776.5,1381805312
03/09/2009,4821.19,4796.75,4841.51,4788.89,1010526912
04/09/2009,4811.45,4851.7,4873.78,4811.45,988133760
07/09/2009,4866.96,4933.18,4941.7,4866.96,813829120
08/09/2009,4944.56,4947.34,4971.99,4926.05,1160845312
09/09/2009,4936.51,5004.3,5004.3,4928.39,950859712
10/09/2009,5017.7,4987.68,5035.34,4956.56,1162158080
11/09/2009,4999.97,5011.47,5038.76,4999.97,1060943360
14/09/2009,4987.22,5018.85,5020.86,4953.71,745847872
15/09/2009,5021.57,5042.13,5062.69,4996.52,925542464
16/09/2009,5048.91,5124.13,5131.26,5048.91,1210137344
17/09/2009,5138.48,5163.95,5173.13,5138.19,1077180928
18/09/2009,5152.62,5172.89,5183.88,5147.13,1643157760
21/09/2009,5182.23,5134.36,5182.23,5107.71,998467392
22/09/2009,5145.23,5142.6,5189.88,5142.6,825825920
23/09/2009,5150.67,5139.37,5175.1,5126.6,1028390144
24/09/2009,5133.44,5079.27,5165.41,5073.35,1196194688
25/09/2009,5094.26,5082.2,5121.9,5079.02,1023821568
28/09/2009,5087.72,5165.7,5170.81,5050.78,967017088
29/09/2009,5166.72,5159.72,5184.05,5136.49,930143232
30/09/2009,5162.33,5133.9,5190,5092.75,1245888256
01/10/2009,5136.87,5047.81,5164.37,5043.98,1156844288
02/10/2009,5032.57,4988.7,5032.57,4954.98,1429918208
05/10/2009,4995.33,5024.33,5024.33,4976.88,964806336
06/10/2009,5033.33,5137.98,5149.9,5033.33,1088157312
07/10/2009,5133.3,5108.9,5156.21,5104.49,955668480
08/10/2009,5138.95,5154.64,5172.82,5117.12,1270550656
09/10/2009,5148.63,5161.87,5171.53,5130.37,982802304
12/10/2009,5178.49,5210.17,5231.19,5175.89,816630208
13/10/2009,5212.12,5154.15,5221.65,5154.15,1231662080
14/10/2009,5192.93,5256.1,5261.26,5192.93,1281926656
15/10/2009,5267.9,5222.95,5267.9,5218.92,1149836288
16/10/2009,5243.29,5190.24,5272.92,5176.38,1227658496
19/10/2009,5209.16,5281.54,5281.54,5209.16,919476544
20/10/2009,5288.63,5243.4,5298.54,5243.4,1122818816
21/10/2009,5251.58,5257.85,5267.98,5174.48,1181838208
22/10/2009,5213.76,5207.36,5220.69,5166.46,1093550976
23/10/2009,5225.28,5242.57,5299.57,5225.28,1071389056
26/10/2009,5248.82,5191.74,5281.12,5166.44,1026178944
27/10/2009,5194.94,5200.97,5230.57,5181.91,1567604352
28/10/2009,5191.67,5080.42,5191.67,5074.11,1504018048
29/10/2009,5075.21,5137.72,5145.58,5042.66,1431734784
30/10/2009,5142.75,5044.55,5169.85,5024.43,1483132288
02/11/2009,5033.47,5104.5,5115.7,5022.52,1100160896
03/11/2009,5082.18,5037.21,5082.18,4985.09,1484524032
04/11/2009,5047.43,5107.89,5120.82,5047.43,1023817152
05/11/2009,5107.14,5125.64,5154.63,5036.91,1064133184
06/11/2009,5127.9,5142.72,5159.04,5077.86,1056416768
09/11/2009,5165.04,5235.18,5239.95,5165.04,902090112
10/11/2009,5237.13,5230.55,5264.32,5221.51,1117411200
11/11/2009,5242.08,5266.75,5301.14,5242.08,1097220864
12/11/2009,5267.63,5276.5,5304.94,5254.11,1055296384
13/11/2009,5276.75,5296.38,5297.44,5251.27,864790656
16/11/2009,5319.08,5382.67,5396.96,5319.08,812581184
17/11/2009,5362.07,5345.93,5370.59,5337.01,897344512
18/11/2009,5348.21,5342.13,5372.1,5331.64,1075235840
19/11/2009,5337.62,5267.7,5343.82,5254.18,1017396480
20/11/2009,5272.65,5251.41,5309.39,5224.01,1206572672
23/11/2009,5275.14,5355.5,5379.48,5275.14,754061952
24/11/2009,5334.21,5323.96,5374.89,5309.13,1231781248
25/11/2009,5343.41,5364.81,5372.22,5328.62,1093249024
26/11/2009,5344.84,5194.13,5344.84,5189.38,1202753536
27/11/2009,5152.86,5245.73,5270.87,5103.78,1511711616
30/11/2009,5245.69,5190.68,5270.36,5190.68,1274272512
01/12/2009,5191.39,5312.17,5312.17,5191.39,1350466944
02/12/2009,5312.41,5327.39,5348.45,5283.04,1534848128
03/12/2009,5327.44,5313,5372.39,5311.85,1471757696
04/12/2009,5313.69,5322.36,5373.94,5272.75,1344173952
07/12/2009,5322.42,5310.66,5328.78,5250.98,1077736320
08/12/2009,5310.17,5223.13,5323.36,5206.38,1303308416
09/12/2009,5221.78,5203.89,5245.94,5175.66,1211340672
10/12/2009,5203.91,5244.37,5254.52,5194.49,1108489344
11/12/2009,5247.82,5261.57,5311.98,5247.82,972486656
14/12/2009,5261.67,5315.34,5330.96,5261.67,1090034432
15/12/2009,5315.42,5285.77,5328.11,5250.78,822309504
16/12/2009,5285.81,5320.26,5335.32,5283.89,886595456
17/12/2009,5318.26,5217.61,5318.26,5217.61,1163068416
18/12/2009,5217.39,5196.81,5287.62,5196.81,2129286784
21/12/2009,5197.58,5293.99,5319.98,5197.58,791039872
22/12/2009,5294.37,5328.66,5361.9,5294.37,555704768
23/12/2009,5328.78,5372.38,5386.6,5328.78,482896192
24/12/2009,5373.62,5402.41,5402.41,5367.84,231029504
29/12/2009,5405.44,5437.61,5445.17,5403.97,387897856
30/12/2009,5438.05,5397.86,5442.82,5390.58,345719680
31/12/2009,5400,5412.88,5431.9,5390.39,173847568
04/01/2010,5412.8,5500.34,5500.34,5410.82,750942016
05/01/2010,5500.39,5522.5,5536.38,5480.71,1149301120
06/01/2010,5522.6,5530.04,5536.48,5497.65,998295232
07/01/2010,5530.24,5526.72,5551.66,5499.8,1162933632
08/01/2010,5526.15,5534.24,5549.25,5494.79,1006420544
11/01/2010,5534.25,5538.07,5600.48,5527.89,901194880
12/01/2010,5536.94,5498.71,5549.61,5459.94,957140544
13/01/2010,5496.79,5473.48,5509.67,5450.85,849922944
14/01/2010,5473.55,5498.2,5521.9,5473.55,926947712
15/01/2010,5498.21,5455.37,5527.02,5450.38,1743437696
18/01/2010,5456.85,5494.39,5504,5454.31,776783488
19/01/2010,5493.97,5513.14,5531.93,5431.25,1106801536
20/01/2010,5511.75,5420.8,5511.75,5404.03,1199200896
21/01/2010,5420.84,5335.1,5468.38,5331.56,1345500416
22/01/2010,5334.77,5302.99,5345.6,5253.04,1645842304
25/01/2010,5302.76,5260.31,5330.61,5252.92,1024448768
26/01/2010,5260.23,5276.85,5276.85,5215.73,1015919808
27/01/2010,5276.77,5217.47,5276.77,5192.58,1271716736
28/01/2010,5219.54,5145.74,5280.36,5145.74,1294378368
29/01/2010,5146.03,5188.52,5230.16,5146.03,1280245760
01/02/2010,5186.64,5247.41,5250.07,5163.57,934766080
02/02/2010,5247.4,5283.31,5289.05,5208.21,1105064704
03/02/2010,5284.86,5253.15,5305.41,5237.72,1140388096
04/02/2010,5250.14,5139.31,5262.22,5123.86,1725801600
05/02/2010,5139.13,5060.92,5139.13,5033.78,1930409984
08/02/2010,5061.01,5092.33,5118.12,5033.01,1326821120
09/02/2010,5092.35,5111.84,5132.93,5084.75,1283783040
10/02/2010,5115.42,5131.99,5181.21,5105.3,1191910016
11/02/2010,5132.95,5161.48,5201.82,5114.53,1565807104
12/02/2010,5161.49,5142.45,5207.73,5117.38,1277868672
15/02/2010,5142.59,5167.47,5194.29,5142.59,591532736
16/02/2010,5167.51,5244.06,5248.08,5167.51,1098281984
17/02/2010,5244.14,5276.64,5304.54,5244.14,1205017984
18/02/2010,5276.56,5325.09,5326.42,5261.71,966085184
19/02/2010,5324.98,5358.17,5366.14,5281.41,1469030912
22/02/2010,5359.4,5352.07,5387.03,5348.15,961292352
23/02/2010,5356.07,5315.09,5395.48,5302.03,1063966464
24/02/2010,5314.98,5342.92,5357.87,5298.23,953221184
25/02/2010,5341.56,5278.23,5370.44,5259.71,1951587200
26/02/2010,5278.46,5354.52,5367.75,5278.46,1700847616
01/03/2010,5354.75,5405.94,5420.83,5354.75,1423330560
02/03/2010,5405.99,5484.06,5485.01,5403.73,1218498688
03/03/2010,5484.27,5533.21,5541.81,5465.29,1108893056
04/03/2010,5533.13,5527.16,5544.23,5501.08,1075262976
05/03/2010,5528.96,5599.76,5605.38,5528.96,1001732032
08/03/2010,5599.87,5606.72,5621.15,5579.16,834824960
09/03/2010,5606.09,5602.3,5618.43,5563.14,993226112
10/03/2010,5602.26,5640.57,5645.25,5585.35,997893888
11/03/2010,5640.51,5617.26,5642.87,5594.74,889812864
12/03/2010,5617.3,5625.65,5646.68,5612.39,1290858240
15/03/2010,5625.73,5593.85,5627.02,5588.2,816158208
16/03/2010,5593.89,5620.43,5637.7,5593.89,878179392
17/03/2010,5620.45,5644.63,5657.77,5620.45,930653440
18/03/2010,5644.52,5642.62,5660.99,5619.17,919829696
19/03/2010,5642.69,5650.13,5691.22,5633.53,2488301824
22/03/2010,5648.01,5644.54,5648.01,5583.49,886165632
23/03/2010,5644.58,5673.63,5695.94,5644.58,969327616
24/03/2010,5674.35,5677.88,5698.87,5636.01,1100234496
25/03/2010,5677.95,5727.65,5737.1,5673.14,1098678272
26/03/2010,5727.61,5703.02,5727.61,5695.5,1030953472
29/03/2010,5703.1,5710.66,5733.11,5684.62,1015977088
30/03/2010,5710.59,5672.32,5742.75,5662.84,1029437440
31/03/2010,5671.76,5679.64,5698.47,5646.29,1105025792
01/04/2010,5679.74,5744.89,5744.89,5679.48,807719872
06/04/2010,5744.73,5780.35,5790.4,5744.59,827169600
07/04/2010,5780.38,5762.06,5782.25,5753.42,811544000
08/04/2010,5762.04,5712.7,5762.04,5684.52,786236928
09/04/2010,5712.88,5770.98,5773.6,5712.88,704070208
12/04/2010,5770.97,5777.65,5803.71,5755.78,595469440
13/04/2010,5777.66,5761.66,5778.92,5741.92,668939776
14/04/2010,5762.44,5796.25,5812.84,5762.44,868021952
15/04/2010,5796.32,5825.01,5832.34,5778.37,1030545920
16/04/2010,5824.77,5743.96,5833.73,5726.35,1634418304
19/04/2010,5743.86,5727.91,5748.33,5697.24,887439424
20/04/2010,5730.04,5783.69,5796.61,5730.04,1081021184
21/04/2010,5783.46,5723.43,5796.99,5721.28,1148842752
22/04/2010,5723.46,5665.33,5761.36,5652.35,1139851392
23/04/2010,5665.98,5723.65,5740.88,5665.98,1002800000
26/04/2010,5723.74,5753.85,5800.66,5723.74,1036747840
27/04/2010,5753.79,5603.52,5758.64,5603.52,1514685440
28/04/2010,5603.49,5586.61,5639.98,5533.6,1832054784
29/04/2010,5586.41,5617.84,5638.82,5579.69,1206456960
30/04/2010,5617.93,5553.29,5643.87,5540.6,1439125120
04/05/2010,5553.47,5411.11,5565.99,5398.86,1735870592
05/05/2010,5411.34,5341.93,5428.77,5304.61,1997064576
06/05/2010,5341.69,5260.99,5371.54,5251.28,1701943040
07/05/2010,5260.41,5123.02,5264.48,5045.3,2189489408
10/05/2010,5123.41,5387.42,5399.75,5123.41,2324846336
11/05/2010,5385.08,5334.21,5385.08,5257.15,1450249344
12/05/2010,5334.06,5383.45,5401.02,5284.65,1526178688
13/05/2010,5383.49,5433.73,5435.99,5381.55,959587712
14/05/2010,5433.62,5262.85,5433.62,5245.38,1335859072
17/05/2010,5262.6,5262.54,5327.46,5231.6,1200727680
18/05/2010,5262.79,5307.34,5341.41,5262.79,1110216064
19/05/2010,5302.47,5158.08,5302.47,5158.08,1381919744
20/05/2010,5158.26,5073.13,5230.18,5000.76,1700704896
21/05/2010,5073.05,5062.93,5083.96,4957.06,2015042560
24/05/2010,5062.88,5069.61,5109.44,5021.6,963073536
25/05/2010,5059.78,4940.68,5060.19,4898.49,1728679168
26/05/2010,4940.48,5038.08,5097.91,4940.48,1832110080
27/05/2010,5038.24,5195.17,5195.37,5038.24,1556854528
28/05/2010,5195.55,5188.43,5240.27,5186.04,1304130944
01/06/2010,5188.45,5163.3,5192.08,5063.2,1277722368
02/06/2010,5163.07,5151.32,5163.07,5072.53,1130332672
03/06/2010,5151.54,5211.18,5262.5,5151.54,1214853248
04/06/2010,5211.3,5126,5261.71,5102.05,1209276800
07/06/2010,5125.94,5069.06,5125.94,5040.26,900731392
08/06/2010,5070.93,5028.15,5084.13,4984.66,1199075328
09/06/2010,5028.32,5085.86,5085.86,4998.06,1094116736
10/06/2010,5085.63,5132.5,5149.69,5030.93,1364944128
11/06/2010,5132.84,5163.68,5184.37,5116.72,1102533248
14/06/2010,5163.85,5202.13,5215.22,5163.85,933888192
15/06/2010,5201.71,5217.82,5242.08,5149.13,1005268992
16/06/2010,5218.03,5237.92,5257.26,5209.39,1026163200
17/06/2010,5237.87,5253.89,5293.76,5233.2,1139301632
18/06/2010,5253.95,5250.84,5289.14,5239.37,1528137728
21/06/2010,5259.82,5299.11,5331.46,5259.82,797902592
22/06/2010,5299.02,5246.98,5299.02,5210.02,1124430720
23/06/2010,5246.72,5178.52,5247.85,5165.82,941044736
24/06/2010,5178.67,5100.23,5211.8,5090.96,977539712
25/06/2010,5100.21,5046.47,5130.5,5031.72,1188668800
28/06/2010,5046.49,5071.68,5085.65,5024.7,845187264
29/06/2010,5071.31,4914.22,5071.31,4899.02,1016390720
30/06/2010,4914.37,4916.87,4961.9,4898.51,1277284992
01/07/2010,4916.72,4805.75,4916.72,4790.04,1342920448
02/07/2010,4806.18,4838.09,4880.88,4806.18,1038891392
05/07/2010,4838.12,4823.53,4863.35,4821.09,539451392
06/07/2010,4823.61,4965,4967.65,4823.61,921871872
07/07/2010,4964.7,5014.82,5014.82,4891.97,1061036544
08/07/2010,5015.02,5105.45,5123.53,5015.02,1128865408
09/07/2010,5105.6,5132.94,5150.64,5098.79,859246464
12/07/2010,5132.9,5167.02,5193.22,5128.6,622995008
13/07/2010,5167.08,5271.02,5272.3,5167.01,891506880
14/07/2010,5272.62,5253.52,5287.28,5205.78,839147264
15/07/2010,5252.67,5211.29,5268.41,5187.46,833731328
16/07/2010,5211.8,5158.85,5273.58,5153.29,1067685888
19/07/2010,5158.67,5148.28,5196.77,5111.89,687707328
20/07/2010,5148.81,5139.46,5179.99,5090.57,829126848
21/07/2010,5140.09,5214.64,5244.88,5140.09,966423872
22/07/2010,5214.43,5313.81,5319.48,5180.98,1022077568
23/07/2010,5314.01,5312.62,5328.51,5272.67,872202688
26/07/2010,5312.69,5351.12,5351.92,5301.29,772356032
27/07/2010,5351.37,5365.67,5411.45,5351.37,1810112640
28/07/2010,5365.71,5319.68,5398.1,5314.57,1184814848
29/07/2010,5317.81,5313.95,5375.23,5313.95,792887360
30/07/2010,5314.18,5258.02,5322.67,5245.52,838262528
02/08/2010,5259.04,5397.11,5401.69,5259.04,955430592
03/08/2010,5397.05,5396.48,5397.26,5353.49,849018624
04/08/2010,5396.45,5386.16,5406.83,5318.79,1157313536
05/08/2010,5382.59,5365.78,5416.76,5356.83,1082279040
06/08/2010,5365.99,5332.39,5408.06,5307.6,1147370752
09/08/2010,5332.66,5410.52,5418.58,5332.66,635528384
10/08/2010,5410.54,5376.41,5411.56,5348.11,853611968
11/08/2010,5376.23,5245.21,5376.23,5245.03,1046900288
12/08/2010,5245.05,5266.06,5272.5,5210.55,1058656896
13/08/2010,5266.17,5275.44,5308.84,5225.91,861001920
16/08/2010,5275.61,5276.1,5304.64,5228.64,602793728
17/08/2010,5276.14,5350.55,5351.45,5276.14,721872704
18/08/2010,5349.97,5302.87,5349.97,5296.93,653515200
19/08/2010,5303.1,5211.29,5336.35,5205.64,825504384
20/08/2010,5211.23,5195.28,5233.02,5160.43,808561216
23/08/2010,5195.29,5234.84,5268.43,5186.92,582331136
24/08/2010,5234.8,5155.95,5234.8,5109.88,863053504
25/08/2010,5155.86,5109.4,5168.46,5070.94,852400704
26/08/2010,5109.52,5155.84,5167.76,5109.52,699881152
27/08/2010,5155.77,5201.56,5211.58,5121,791004416
31/08/2010,5200.98,5225.22,5225.22,5129.66,1162231040
01/09/2010,5225.58,5366.41,5366.41,5225.58,990584192
02/09/2010,5366.69,5371.04,5383.72,5346.96,836275200
03/09/2010,5371.06,5428.15,5454.01,5371.06,733985152
06/09/2010,5428.4,5439.19,5459.4,5428.15,482717408
07/09/2010,5439.18,5407.82,5439.21,5381.07,698426368
08/09/2010,5407.76,5429.74,5445.62,5361.42,851371392
09/09/2010,5429.52,5494.16,5505.66,5412.48,936215744
10/09/2010,5494.01,5501.64,5511.52,5475.94,792428224
13/09/2010,5501.79,5565.53,5571.39,5501.71,882318720
14/09/2010,5565.43,5567.41,5582.46,5541.5,736346368
15/09/2010,5566.64,5555.56,5578.69,5535.95,764665792
16/09/2010,5555.74,5540.14,5564.46,5533.96,700521280
17/09/2010,5540.19,5508.45,5612.89,5508.45,1301233280
20/09/2010,5508.63,5602.54,5607.31,5508.62,676518720
21/09/2010,5601.78,5576.19,5635.72,5576.19,730333504
22/09/2010,5576.24,5551.91,5597.55,5516.86,783222528
23/09/2010,5552.16,5547.08,5588.79,5471.69,795945536
24/09/2010,5547.06,5598.48,5612.54,5516.46,798201728
27/09/2010,5598.52,5573.42,5615.78,5569.89,592013504
28/09/2010,5572.71,5578.44,5581.87,5506.07,846850880
29/09/2010,5578.71,5569.27,5624.5,5544.72,790998080
30/09/2010,5569.05,5548.62,5650.33,5539.06,999246080
01/10/2010,5548.67,5592.9,5615.14,5547.55,815852224
04/10/2010,5592.84,5555.97,5601.22,5550.79,594985472
05/10/2010,5554.55,5635.76,5646.08,5550.57,820253376
06/10/2010,5635.82,5681.39,5695.51,5635.76,750516352
07/10/2010,5681.51,5662.13,5707.33,5650.78,941931904
08/10/2010,5662.2,5657.61,5663.74,5606.6,1043049088
11/10/2010,5657.51,5672.4,5685.95,5655.7,472901696
12/10/2010,5672.35,5661.59,5677.02,5597.46,629491520
13/10/2010,5664.27,5747.35,5760.49,5662.38,958563136
14/10/2010,5747.46,5727.21,5770.92,5712.88,1124769024
15/10/2010,5727.62,5703.37,5743.92,5665.95,986807680
18/10/2010,5700.05,5742.52,5748.81,5670.07,603261888
19/10/2010,5742.68,5703.89,5761.93,5690.58,770605760
20/10/2010,5703.91,5728.93,5729.96,5680.43,665838464
21/10/2010,5728.94,5757.86,5786.73,5698.02,1010833472
22/10/2010,5757.63,5741.37,5758.01,5724.31,648601152
25/10/2010,5741.41,5751.98,5794.31,5741.41,767484032
26/10/2010,5751.97,5707.3,5754.2,5677.2,805788288
27/10/2010,5707.14,5646.02,5707.3,5630.85,781301632
28/10/2010,5646.16,5677.89,5711.82,5645.96,759036224
29/10/2010,5678.09,5675.16,5699.23,5647.05,831070336
01/11/2010,5675.13,5694.62,5733.01,5667.39,636849472
02/11/2010,5694.6,5757.43,5771.63,5690.44,796888064
03/11/2010,5757.48,5748.97,5773.73,5730.47,817431040
04/11/2010,5749.23,5862.79,5876.03,5748.97,1074841088
05/11/2010,5862.92,5875.35,5899.37,5834.03,1102291584
08/11/2010,5875.39,5849.96,5880.99,5841.29,768873728
09/11/2010,5849.9,5875.19,5902.11,5847.43,945481088
10/11/2010,5875.15,5816.94,5876.97,5796.23,933887872
11/11/2010,5816.67,5815.23,5846.45,5792.56,1085070336
12/11/2010,5814.88,5796.87,5831.81,5711.73,977112768
15/11/2010,5796.64,5820.41,5832.88,5755.68,613985920
16/11/2010,5820.43,5681.9,5820.43,5680.87,862358144
17/11/2010,5681.84,5692.56,5704.39,5659.65,753727360
18/11/2010,5692.76,5768.71,5782.98,5692.76,722304960
19/11/2010,5768.68,5732.83,5774.07,5684.49,723657152
22/11/2010,5732.89,5680.83,5783.14,5668.48,766630912
23/11/2010,5681.06,5581.28,5681.06,5581.28,1019724416
24/11/2010,5581.29,5657.1,5671.87,5573.33,902143936
25/11/2010,5657.02,5698.93,5707.92,5654.7,553142464
26/11/2010,5698.67,5668.7,5699.02,5599.29,858722688
29/11/2010,5668.67,5550.95,5722.7,5550.95,1016585920
30/11/2010,5550.92,5528.27,5597,5519.19,1312214144
01/12/2010,5528.37,5642.5,5656.22,5528.37,1141532416
02/12/2010,5644.84,5767.56,5770.94,5644.84,1070087488
03/12/2010,5767.67,5745.32,5784.26,5720.2,758340928
06/12/2010,5745.39,5770.28,5785.7,5728.46,759918528
07/12/2010,5770.22,5808.45,5850.4,5769.67,915796608
08/12/2010,5808.35,5794.53,5826.59,5774.28,795433920
09/12/2010,5794.55,5807.96,5837.96,5794.55,910068352
10/12/2010,5808.03,5812.95,5827.59,5794.51,611914560
13/12/2010,5813,5860.75,5873.71,5812.94,565880064
14/12/2010,5861.04,5891.21,5891.21,5847.15,663748032
15/12/2010,5891.01,5882.18,5898.04,5858.11,781046528
16/12/2010,5882.28,5881.12,5907.1,5862.86,635565824
17/12/2010,5881.19,5871.75,5902.53,5857.33,1431434240
20/12/2010,5871.72,5891.61,5913.83,5865.51,536148480
21/12/2010,5891.66,5951.8,5953.94,5891.14,541859584
22/12/2010,5951.82,5983.49,5991.9,5936.3,527260064
23/12/2010,5983.54,5996.07,6000.55,5982.16,314131680
24/12/2010,5995.76,6008.92,6008.92,5978.24,66767036
29/12/2010,6002.82,5996.36,6021.46,5976.98,329122112
30/12/2010,5996.35,5971.01,6009.84,5969.71,252316544
31/12/2010,5971.62,5899.94,5985.7,5899.94,197446944
04/01/2011,5900.13,6013.87,6049.45,5900.13,950390592
05/01/2011,6013.78,6043.86,6043.86,5964.43,884510464
06/01/2011,6043.8,6019.51,6090.49,6004.56,843815808
07/01/2011,6019.47,5984.33,6023.7,5973.41,779023296
10/01/2011,5983.75,5956.3,5984.25,5939.89,662690944
11/01/2011,5956.92,6014.03,6035.89,5956.3,860969280
12/01/2011,6014.08,6050.72,6050.72,6013.87,1021020672
13/01/2011,6050.73,6023.88,6055.47,6005.51,921442496
14/01/2011,6023.81,6002.07,6031.74,5948.47,852945536
17/01/2011,6009.68,5985.7,6013.4,5975.64,598875200
18/01/2011,5985.79,6056.43,6065.71,5985.48,869099008
19/01/2011,6056.71,5976.7,6077.06,5974.79,882392960
20/01/2011,5976.66,5867.91,5977.5,5867.29,999116416
21/01/2011,5868.11,5896.25,5939.33,5867.91,1161650560
24/01/2011,5896.34,5943.85,5960.55,5887.6,917580480
25/01/2011,5943.9,5917.71,5964.69,5904.33,1034024448
26/01/2011,5917.9,5969.21,6003.28,5917.9,880021248
27/01/2011,5967.9,5965.08,5997.33,5950.72,819346432
28/01/2011,5964.54,5881.37,5965.84,5877.88,968312064
31/01/2011,5880.63,5862.94,5881.72,5815.44,929914816
01/02/2011,5862.97,5957.82,5963.72,5862.97,963349440
02/02/2011,5960.19,6000.07,6020.46,5960.19,878318272
03/02/2011,6000.29,5983.34,6000.29,5951.82,1033274560
04/02/2011,5983.44,5997.38,6023.41,5983.33,763863296
07/02/2011,5996.98,6051.03,6054.09,5996.61,694874944
08/02/2011,6050.42,6091.33,6091.33,6032.88,858439552
09/02/2011,6091.32,6052.29,6091.32,6049.5,923051712
10/02/2011,6052.2,6020.01,6052.2,5986.48,821561664
11/02/2011,6019.97,6062.9,6071.4,5973.44,822602624
14/02/2011,6062.82,6060.09,6091.48,6042.1,614008640
15/02/2011,6060.04,6037.08,6072.07,6023.77,871918144
16/02/2011,6035.39,6085.27,6095.76,6033.51,856601664
17/02/2011,6084.68,6087.38,6101.42,6066.71,1016380160
18/02/2011,6087.43,6082.99,6096.78,6048.83,800764096
